cuce,numero,codigo_unspsc,objeto_de_gasto,descripcion_del_bien_o_servicio,unidad_de_medida,cantidad,precio_referencial_unitario,precio_referencial_total,nombre_o_razon_social_del_proponente_adjudicado,precio_unitario_adjudicado,total_adjudicado,cantidad_recepcionada,precio_unitario_real,monto_real_ejecutado,estado,cronograma
20-1302-00-1079055-1-1,4,4213000,34200,"RESPIRADOR KN 95 (5 CAPAS): (5 CAPAS DE FILTRACION REFORZADA, CALIFICACION N95 APROBADA POR FDA PARA UNA EFICIENCIA MINIMA DE FILTRACION DEL 95%, SUJECION CON CINTAS O CORREAS ELASTICAS, CLIP DE NAR..",UNIDAD,400,9,3600,,,,400,2.98,1192,Contratado,Cronograma 0
20-1302-00-1079055-1-1,5,4214000,34200,LENTES DE PROTECCION CON VALVULA: MATERIAL POLICARBONATO CON,UNIDAD,50,50,2500,,,,50,24.47,1223.5,Contratado,Cronograma 0
20-1302-00-1079055-1-1,6,4213000,34200,"RESPIRADOR N95 QUIRURGICO (5 CAPAS): (QUE FILTRE MAS DEL 95% DE PARTICULAS DE 0.3 UM, SIN VALVULA DE EXHALACION, DISEÑO DE FORMA DE COPA RESISTENTE AL COLAPSO, SUJECION CON CINTAS ELASTICAS, PROVI....",UNIDAD,300,45,13500,,,,300,32,9600,Contratado,
20-1302-00-1079055-1-1,7,4213000,34200,"BATA MEDICA (MATERIAL TELA  DE POLIPROPILENO FILAMENTO 100% IMPERMEABLE A LA PENETRACION DE LIQUIDOS Y FLUIDOS, DISEÑO CON CINTAS DE ATADO EXTERIOR EN LA CINTURA Y CUELLO, CON PUÑO ELASTICO..",UNIDAD,250,60,15000,,,,250,59.99,14997.5,Contratado,
20-1302-00-1079055-1-1,8,4213000,34200,"BARBIJOS QUIRURGICOS (3 CAPAS): (MATERIAL TELA NO TEJIDA DE POLIPROPILENO, CON AJUSTE NASAL, CAJA X 50 UNIDADES CON CERTIFICACION AMERICANA OEUROPEA)",CAJA,100,30,3000,,,,100,19.47,1947,Contratado,
20-4601-00-1044728-0-E,1,5214000,43700,"ADQUISICION DE REFRIGERADORES FRIO- SECO PARA MANTENIMIENTO DE MEDICAMENTOS DE PREVENCION, CONTROL Y ATENCION DEL CORONAVIRUS EN LA REGION AUTONOMA DEL GRAN CHACO",REFRIGE RADORE S,9,,,VARGAS DURAN LAURA ISABEL,5500,49500,9,5500,49500,Contratado,Cronograma
20-1604-00-1038644-0-E,1,4213000,34200,LENTES DE PROTECCION ANTI PARRAS,PIEZA,289,,,JESUS REINALDO SALDA? ESCRIVIS,175,50575,289,175,50575,Contratado,Cronograma
20-1604-00-1038644-0-E,2,4213000,34200,GORRA DESCARTABLE,PIEZA,150,,,INMEDENT S.R.L.,0.5,75,150,0.5,75,Contratado,Cronograma
20-1604-00-1038644-0-E,3,4213000,34200,CUBRE CALZADOS,PAR,150,,,INMEDENT S.R.L.,3,450,150,3,450,Contratado,Cronograma
20-1604-00-1038644-0-E,4,4219000,34200,DESINFECTANTE HDE NEUTRAL DESINFECTANTE DE AMPLIO ESPECTRO,LITROS,327,,,SPARTAN DE BOLIVIA SRL,60,19620,327,60,19620,Contratado,Cronograma
20-1604-00-1038644-0-E,5,4213000,34200,GUANTES DESCARTABLES ESTERIL,PAR,150,,,INMEDENT S.R.L.,4,600,150,4,600,Contratado,Cronograma
20-1604-00-1038644-0-E,6,4213000,34200,OVEROL PROTECCION PERSONAL,PIEZA,150,,,JESUS REINALDO SALDA? ESCRIVIS,140,21000,150,140,21000,Contratado,Cronograma
20-1302-00-1051286-0-E,1,4618000,34200,"COMPRA URGENTE DE MASCARILLAS KN 95 PARA EL PERSONAL EN GENERAL PARA PREVENCION, CONTROL Y ATENCION DE LA EMERGENCIA DE SALUD PUBLICA INTERNACIONAL PROVOCADA POR EL CORONAVIRUS (COVID-19)",UNIDAD,2700,,,PAYLESS MEDICAL S.R.L.,18.5,49950,2700,18.5,49950,Contratado,Cronograma
20-1243-00-1099144-1-1,1,4225000,34200,MEDICAMENTOS E INSUMOS MÉDICOS,UNIDAD,1,39124,39124,,,,1,39124,39124,Contratado,Cronograma 0
21-1501-00-1125048-1-1,1,4411000,43110,MAMPARA PLOMADA - 1 METRO DE ANCHO * 1.90 METROS DE ALTO CON 4 RODAPIES DOS CON FRENO,PIEZA,20,5800,11600,,,,20,5800,11600,Contratado,Cronograma 0
21-1501-00-1125048-1-1,2,4111000,43400,"BUCKY MURAL MAS BUCKY DE MESA Y PORTA CHASIS PARA FLAT PANEL - BUCKY DE MESA, MESA LARGO 1.8 - 2.00 M, ANCHO 0.50 - 0.65 M,ALTO 0.50 - 0.70 M, 4 RUEDAS -  BUCKY MURAL, ALTO 1.90M, ANCHO 0.50, 4 RUEDAS",SET,20,13500,27000,,,,20,13500,27000,Contratado,Cronograma 0
20-1801-00-1082470-1-1,1,5121000,34200,HIV prueba rápida,Caja,5,520,2600,,,,5,519,2595,Contratado,Cronograma 0
20-1801-00-1082470-1-1,2,5121000,34200,Tiras reactivas para orina,Frasco,35,115,4025,,,,35,100,3500,Contratado,Cronograma 0
20-1801-00-1082470-1-1,3,5121000,34200,Antígeno Anti-A,Frasco,9,44,396,,,,9,43,387,Contratado,Cronograma 0
20-1801-00-1082470-1-1,4,5121000,34200,Antígeno RH (Suero Anti-D),Frasco,20,74,1480,,,,20,73,1460,Contratado,Cronograma 0
20-1801-00-1082470-1-1,5,5121000,34200,Tubos capilares c/heparina,Frasco,4,93,372,,,,4,90,360,Contratado,Cronograma 0
20-1801-00-1082470-1-1,6,5121000,34200,Cámara de recuento Neubawer,Pieza,1,400,400,,,,1,390,390,Contratado,Cronograma 0
20-1801-00-1082470-1-1,7,5121000,34200,Albúmina,CAJA,1,160,160,,,,1,155,155,Contratado,Cronograma 0
20-1801-00-1082470-1-1,8,5121000,34200,Antígeno Proteína C Reactiva (PCR),Juego,5,145,725,,,,5,140,700,Contratado,Cronograma 0
20-1801-00-1082470-1-1,9,5121000,34200,Colesterol,Caja,3,332,996,,,,3,302,906,Contratado,Cronograma 0
20-1801-00-1082470-1-1,10,5121000,34200,Glucosa enzimática,Caja,2,220,440,,,,2,215,430,Contratado,Cronograma 0
20-1801-00-1082470-1-1,11,5121000,34200,Antígeno Factor Reumatoideo látex,Juego,2,135,270,,,,2,134,268,Contratado,Cronograma 0
20-1801-00-1082470-1-1,12,5121000,34200,Trigliceridos enzimático,Caja,7,568,3976,,,,7,515,3605,Contratado,Cronograma 0
20-1801-00-1082470-1-1,13,5121000,34200,Urea cinética,Caja,3,283,849,,,,3,279,837,Contratado,Cronograma 0
20-1801-00-1082470-1-1,14,5121000,34200,Transaminasa G.P.T. cinética,Caja,4,260,1040,,,,4,235,940,Contratado,Cronograma 0
20-1801-00-1082470-1-1,15,5121000,34200,Cubetas redondas para Stat Fax,Caja,1,230,230,,,,,,,Declarado Desierto por Desistimiento,Cronograma 0
20-1801-00-1082470-1-1,16,5121000,34200,Antígeno  Anti-B,Frasco,9,44,396,,,,9,43,387,Contratado,Cronograma 0
20-1801-00-1082470-1-1,17,5121000,34200,Tubos capilares sin heparina,Frasco,7,69,483,,,,7,68,476,Contratado,Cronograma 0
20-1801-00-1082470-1-1,18,5121000,34200,Bilirrubina con calibrador,Caja,4,165,660,,,,4,164,656,Contratado,Cronograma 0
20-1801-00-1082470-1-1,19,5121000,34200,Anticoagulante EDTA,Kit,2,55,110,,,,2,54,108,Contratado,Cronograma 0
20-1801-00-1082470-1-1,20,5121000,34200,Asto  látex,Juego,2,178,356,,,,2,176,352,Contratado,Cronograma 0
20-1801-00-1082470-1-1,21,5121000,34200,Transaminasa G.O.T. cinética,Caja,4,260,1040,,,,4,235,940,Contratado,Cronograma 0
20-0417-00-1039219-0-E,1,5121000,34200,HIDROXICLOROQUINA SULFATO 200 MG,COMPRI MIDO,10000,,,FARMEDICAL S.R.L.,6.5,65000,10000,6.5,65000,Contratado,Cronograma
20-0908-00-1047632-0-E,1,3912000,39700,ADQUISICION DE EQUIPOS MEDICOS DIEZ ESTABILIZADOR DE CORRIENTE DE 2000W PARA EQUIPOS HOSPITALARIOS ONCE ESTABILIZADOR DE 5000W DE CORRIENTE PARA EQUIPOS HOSPITALARIOS PARA EL CENTRO CENTINELA COVID- 1,EQUIPO,11,,,HOSPITALIA S.R.L.,5000,55000,11,5000,55000,Contratado,Cronograma
20-0908-00-1047632-0-E,2,3912000,39700,ADQUISICION DE EQUIPOS MEDICOS DIEZ ESTABILIZADOR DE CORRIENTE DE 2000W PARA EQUIPOS HOSPITALARIOS ONCE ESTABILIZADOR DE 5000W DE CORRIENTE PARA EQUIPOS HOSPITALARIOS PARA EL CENTRO CENTINELA COVID- 1,EQUIPO,10,,,HOSPITALIA S.R.L.,2500,25000,10,2500,25000,Contratado,Cronograma
20-1341-00-1057541-1-1,1,4213000,34200,ADQUISICION DE EQUIPOS BASICOS DE PROTECION PERSONAL,GLB.,100,78500,78500,BEDOYA MAGNE ELBIO CARMELO,73370,73370,10,73370,73370,Contratado,Cronograma 0
20-1341-00-1057541-1-1,2,5121000,34200,ADQUISICION DE PRODUCTOS QUIMICOS Y FARMACEUTICOS,GLB.,10,30542,30542,,,,,,,Las propuestas no cumplieron aspectos tecnicos/admini strativos,Cronograma 0
20-1341-00-1057541-1-1,3,1235000,39100,ADQUISICION DE MATERIAL DE LIMPIEZA Y BIOSEGURIDAD,GLB.,10,40958,40958,,,,,,,No se presentaron proponentes,Cronograma 0
20-0906-00-1076530-1-1,1,2310000,43200,"Extrusora - peletizadora para la elaboración de gránulos o pellets de PE, PP y PET reciclado",EQUIPO,100,374000,374000,,,,,,,No se presentaron proponentes,Cronograma 0
20-0906-00-1076530-1-1,2,2310000,43200,"Compactadora vertical. Prensa hidráulica, semiautomática (especial para cartón y botellas pet)",EQUIPO,100,83000,83000,ACARAPI PAREDES ALBERT HUGO,82980,82980,10,82980,82980,Contratado,Cronograma 0
20-0906-00-1076530-1-1,3,2310000,43200,Extrusora para la producción de politubos PE reciclados,EQUIPO,100,380790,380790,,,,,,,No se presentaron proponentes,Cronograma 0
20-0906-00-1076530-1-1,4,2310000,43200,Aglutinadora para bolsas y material de film plástico,EQUIPO,100,85600,85600,,,,,,,No se presentaron proponentes,Cronograma 0
20-1734-00-1046591-0-E,1,4713000,39100,"DETERGENTE PENTAENZIMATICO, EXIPIENTE ANIOESYME PARA LIMPIEZA DE MATERIAL QUIRURGICO Y MEDICO",BIDON,100,,,THOMPSON OTERO ELIZABETH,620,62000,100,620,62000,Contratado,Cronograma
20-1734-00-1046591-0-E,2,4713000,39100,"ESPUMA DETERGENTE DESINFECTANTE DESTINADA A LA LIMPIEZA Y DESINFECCION DE SUPERFICIES, COMPOSICION CLORURO DE DIDECILMETILAMONIO, CLORHIDRATO DE POLIHEXAMETILENO BIGUANIDA",FRASCO,300,,,THOMPSON OTERO ELIZABETH,210,63000,300,210,63000,Contratado,Cronograma
20-1734-00-1046591-0-E,3,4713000,39100,GLUTARAELDEHIDO AL 2% STERANIOS 2%,BIDON,40,,,THOMPSON OTERO ELIZABETH,300,12000,40,300,12000,Contratado,Cronograma
20-1734-00-1046591-0-E,4,4713000,39100,DETERGENTE DESINFECTANTE DE SUELOS Y SUPERFICIE COMPOSICION QUIMICA N-3 AMINOPROPIL-N DODECILPROPANO-1-3 DIMINA 51 MG/DL CLORURO DEDICILMENTILAMONION 125MG/DL,BIDON,50,,,THOMPSON OTERO ELIZABETH,620,31000,50,620,31000,Contratado,Cronograma
21-0417-06-1123362-1-1,1,4214000,34200,GUANTES DE NITRILO,PIEZA,70000,105,73500,MAYTA PATZI ELOY ROMAN,89,62300,70000,89,62300,Contratado,Cronograma 0
21-0513-00-1157999-1-1,1,5120160,34200,Vacuna contra el virus de la influenza - Vacuna contra la Influenza,0.5 ml,100,140,14000,QUIMIZA LTDA,140,14000,100,140,14000,Contratado,Cronograma 0
21-0513-00-1157999-1-1,2,5120162,34200,Vacuna contra la fiebre amarilla - Vacuna contra Fiebre Amarilla,Frasco x 0.5 ml,15,321.31,4819.6500000000005,QUIMIZA LTDA,321.31,4819.6500000000005,15,321.31,4819.6500000000005,Contratado,Cronograma 0
21-0513-00-1157999-1-1,3,5120163,34200,"Vacuna contra difteria y toxoide tetánico y pertussis acelular - Vacuna contra Difteria, Tétanos y Pertussis ac.",Frasco x 0.5 ml,70,250.25,17517.5,,,,,,,No se presentaron proponentes,Cronograma 0
21-0513-00-1157999-1-1,4,5120162,34200,Vacuna contra el tifo - Vacuna contra Fiebre Tifoidea,x 0.5 ml.,35,244.10999999999999,8543.849999999999,QUIMIZA LTDA,244.10999999999999,8543.849999999999,35,244.10999999999999,8543.849999999999,Contratado,Cronograma 0
21-0513-00-1157999-1-1,5,5120160,34200,Vacuna contra el virus de hepatitis b - Vacuna contra Hepatitis B,Frasco x 1ml.,40,169.63,6785.2,QUIMIZA LTDA,169.63,6785.2,40,169.63,6785.2,Contratado,Cronograma 0
20-1228-00-1101712-1-1,1,3116000,34500,IMPLEMENTACION DEL BLOQUE DE AISLAMIENTO COVID-19 (COMPRA MATERIALES DE CONSTRUCCION) 3RA COMPRA,GLB,10,49961.759999999995,49961.759999999995,,,,10,49961.759999999995,49961.759999999995,Contratado,Cronograma 0
20-1301-00-1038079-0-E,1,4217000,34200,BARBIJOS DESCARTABLES TRIPLE CAPA CON LIGA X 50,CAJA,3266,,,GUZMAN QUIROGA KATTY ROXANA LILIA,15,48990,3266,15,48990,Contratado,Cronograma
21-0417-03-1138035-1-1,1,4228180,34200,Cintas indicadoras de esterilización - INDICADOR QUIMICO EXTERNO CLASE 1 PARA PLASMA (ETIQUETA),ROLLO,1700,2930,49810,,,,1700,2930,49810,Contratado,Cronograma 0
21-1325-00-1180457-1-1,1,4017151,34500,Tubo pvc para uso comercial - Tubería PVC E-40  de 6? (barra de 6 mt.),Pza.,1000,69604,6960.4,DISMAT S.R.L.,68910,6891,100,68910,6891,Contratado,Cronograma 0
21-1325-00-1180457-1-1,2,4017151,34500,Tubo pvc para uso comercial - Tubería PVC E-40  de 8? (barra de 6 mt.),Pza.,300,1141.05,3423.15,DISMAT S.R.L.,1129.6,3388.8,30,1129.6,3388.8,Contratado,Cronograma 0
21-1325-00-1180457-1-1,3,4017151,34500,Tubo pvc para uso comercial - Tubería PVC E-40  de 3? (barra de 6 mt.),Pza.,12400,28066,34801.840000000004,DISMAT S.R.L.,27790,34459.6,1240,27790,34459.6,Contratado,Cronograma 0
21-1325-00-1180457-1-1,4,4017151,34500,Tubo pvc para uso comercial - Tubería PVC E-40 de 2? (barra de 6 Mt.),Pza.,14500,14401,20881.45,DISMAT S.R.L.,14260,20677,1450,14260,20677,Contratado,Cronograma 0
21-1325-00-1180457-1-1,5,4017151,34500,Tubo pvc para uso comercial - Tubería PVC E-40  de 4? (barra de 6 mt.),Pza.,20500,39046,80044.3,DISMAT S.R.L.,38680,79294,2050,38680,79294,Contratado,Cronograma 0
20-1515-00-1087308-1-1,1,1015000,71630,SEMILLA DE ZANAHORIA,LB,108,135,14580,,,,108,135,14580,Contratado,Cronograma 0
20-1515-00-1087308-1-1,2,1015000,71630,SEMILLA DE REMOLACHA,LB,45,95,4275,,,,45,95,4275,Contratado,Cronograma 0
20-1515-00-1087308-1-1,3,1015000,71630,SEMILLA DE REPOLLO,LB,10,130,1300,,,,10,130,1300,Contratado,Cronograma 0
20-1515-00-1087308-1-1,4,1015000,71630,SEMILLA DE LECHUGA,LB,19,170,3230,,,,19,170,3230,Contratado,Cronograma 0
20-1515-00-1087308-1-1,5,1015000,71630,SEMILLA DE CEBOLLA,LB,131,170,22270,,,,131,170,22270,Contratado,Cronograma 0
20-0902-43-1038376-1-2,1,5121000,34200,oxigeno,gas,44444,180,799992,PRAXAIR BOLIVIA S.R.L.,130,577772,44444,130,577772,Contratado,Cronograma 0
20-1124-00-1050692-0-E,1,4111000,34200,PRUEBAS RAPIDAS COVID- 19,PIEZAS,180,,,POPPE LOPEZ MARIA LUZ,117,21060,180,117,21060,Contratado,Cronograma
20-0905-00-1048245-0-E,1,4112000,34200,OVEROL DE BIOSEGURIDAD ENTEROS TELA CUDRILE AMERICANO (ENGOMADO) ALGODON 30% Y POLYESTER 70% SEGUNDA COMPRA,PZAS.,500,,,KATHERINE FABIOLA MAMANI ARANDO,100,50000,500,100,50000,Contratado,Cronograma
20-1734-00-1094212-1-1,1,5019000,71630,PROVISIÓN DE ALIMENTOS ?CANASTA ESCOLAR POST COVID-19 MONTERO? (PACK No43),GBAL,800,250,200000,ROCKHOLT MONTAÑO MIGUEL ESTEBAN,249.84,199872,800,249.84,199872,Contratado,Cronograma 0
21-0423-00-1112142-1-1,1,5116000,34200,ATRACUR 50(ATRACURIO BESILATO) 10MG/ML X 5ML,INYECTA BLE,1386,360,49896,,,,1386,3495,48440.7,Contratado,Cronograma 0
21-1201-00-1182441-1-1,1,1310201,34500,Polímero cristal líquido lcp - LAMINA DE ACRILICO (POR UNIDAD) Transparente TAMAÑO: 0.70 MT X 0.55 M X 3MM,UNIDAD/ PIEZA,2,160,320,,,,2,150,300,Contratado,
21-1201-00-1182441-1-1,2,1310201,34500,Polímero cristal líquido lcp - LAMINA DE ACRILICO (POR UNIDAD) Transparente TAMAÑO: 1.10 MT X 0.55 M X 3MM,UNIDAD/ PIEZA,4,300,1200,,,,4,280,1120,Contratado,
21-1201-00-1182441-1-1,3,1310201,34500,Polímero cristal líquido lcp - LAMINA DE ACRILICO (POR UNIDAD) Transparente TAMAÑO: 0.70 MT X 0.60 M X 3MM,UNIDAD/ PIEZA,7,200,1400,,,,7,190,1330,Contratado,
21-1201-00-1182441-1-1,4,1310201,34500,Polímero cristal líquido lcp - LAMINA DE ACRILICO (POR UNIDAD) Transparente TAMAÑO: 5.29 MT X 1.20 M X 3MM,UNIDAD/ PIEZA,1,3400,3400,,,,1,3300,3300,Contratado,
21-1201-00-1182441-1-1,5,1310201,34500,Polímero cristal líquido lcp - LAMINA DE ACRILICO (POR UNIDAD) Transparente TAMAÑO: 0.80 MT X 0.60 M X 3MM,UNIDAD/ PIEZA,1,210,210,,,,1,200,200,Contratado,
21-1201-00-1182441-1-1,6,1310201,34500,Polímero cristal líquido lcp - LAMINA DE ACRILICO (POR UNIDAD) Transparente TAMAÑO: 1.10 MT X 0.60 M X 3MM,UNIDAD/ PIEZA,100,334.9,33490,,,,100,300,30000,Contratado,
21-1201-00-1182441-1-1,7,1310201,34500,Polímero cristal líquido lcp - LAMINA DE ACRILICO (POR UNIDAD) Transparente TAMAÑO: 5.68 MT X 1.20 M X 3MM,UNIDAD/ PIEZA,1,3600,3600,,,,1,3500,3500,Contratado,
20-1418-00-1099632-1-1,1,3025000,42210,CONST. MURO PERIMETRAL CEMENTERIO GENERAL HUACHACALLA (AMPLIACION ZONA COVID),GLB,1,164568,164568,ARCIENEGA SAAVEDRA JHONNY RAUL,164449.79,164449.79,1,164449.79,164449.79,Contratado,Cronograma 0
20-1701-00-1043442-0-E,1,5019000,31120,"ADQUISICION POR EMERGENCIA DE RACIONES ALIMENTICIAS PARA MIEMBROS DE LA OCTAVA DIVISION, QUE REALIZAN ACCIONES DE PREVENCION Y CONTROL EMERGENTE DE AMPLIACION DE LA CUARENTENA POR EL",GLOBAL,1,,,GUTIERREZ RODRIGUEZ NELSON MARIANO,142230,142230,1,142230,142230,Contratado,Cronograma
21-0046-20-1129058-1-1,1,5119230,34200,Cloruro crómico / sulfato cúprico / sulfato de manganeso / sulfato de zinc - 4 Zinc (Como sulfato),COMPRI MIDO,40000,0.73,29200,SALUD Y NUTRICION S.R.L.,0.59,23600,40000,0.59,23600,Contratado,Cronograma 0
21-0046-20-1129058-1-1,2,5140153,34200,Midazolam - 6 Midazolam,INYECTA BLE,5000,20.5,102500,,,,,,,No se presentaron proponentes,Cronograma 0
21-0046-20-1129058-1-1,3,4111561,34200,Medidores de oxígeno disuelto - 8 Humidificador para Oxígeno rosca metalica,PIEZA,100,180,18000,,,,,,,No se presentaron proponentes,Cronograma 0
21-0046-20-1129058-1-1,4,4010160,34200,"Protectores o sus accesorios para ventiladores - 12 Set de tubos corrugados para ventilador Adulto (5 tubos corrugados, 2 trampas de agua, 1 conector en Y, 1 filtro antibacteriano, 1 camara de humidificación)",PIEZA,100,620,62000,,,,,,,No se presentaron proponentes,Cronograma 0
21-0046-20-1129058-1-1,5,5119244,34200,Fluoruro / hierro / vitamina a / vitamina c / vitamina d - 1 Acido Ascosbico (Vitamina C),INYECTA BLE,3000,2.5,7500,LABORATORIOS ALFA S.A.,2.4899999999999998,7470,3000,2.4899999999999998,7470,Contratado,Cronograma 0
21-0046-20-1129058-1-1,6,5119244,34200,Fluoruro / hierro / vitamina a / vitamina c / vitamina d - 2 Ácido Ascórbico (Vitamina C),GOTAS ORALES,800,20.02,16016,LABORATORIOS ALFA S.A.,19.99,15992,800,19.99,15992,Contratado,Cronograma 0
21-0046-20-1129058-1-1,7,4213171,34200,Zapato quirúrgico - 14 Cubrecalzados,PIEZA,10000,1.2,12000,DISPROMED SRL.,1,10000,10000,1,10000,Contratado,Cronograma 0
21-0046-20-1129058-1-1,8,4213220,34200,Guantes de examen o para procedimientos no quirúrgicos - 11 Guantes de Nitrilo,PIEZA,10000,0.9,9000,,,,,,,No se presentaron proponentes,Cronograma 0
21-0046-20-1129058-1-1,9,5124191,34200,Cholecalciferol / aceite de hígado de pescado - 3,CAPSULA,3000,3.42,10260,,,,,,,No se presentaron,Cronograma 0
21-0046-20-1129058-1-1,10,5115200,34200,Atracurio - 5 Atracurio besilato,INYECTA BLE,5000,44.71,223550,"CONSULTORA JURIDICA, CONTABLE Y DE REGULACION FARMACEUTICA ""ANBEED"" SRL",44.65,223250,5000,44.65,223250,Contratado,
21-0046-20-1129058-1-1,11,4112340,34200,Goteros dosificadores - 7 Microgotero 100mL,PIEZA,300,15,4500,,,,,,,No se presentaron proponentes,
21-0046-20-1129058-1-1,12,4213171,34200,Gorras o capuchas para cirujano quirúrgico - 10 Gorros descartables estandar,PIEZA,20000,0.8,16000,DISPROMED SRL.,0.8,16000,20000,0.8,16000,Contratado,
21-0046-20-1129058-1-1,13,4213171,34200,Aislamiento quirúrgico o máscaras quirúrgicas - 9 Barbijo quirurgico triple capa descartables con LIGA,PIEZA,90000,0.6,54000,PRODUCTOS TEXTILES PREMIER PROTEX S.R.L.,0.56,50400,90000,0.56,50400,Contratado,
21-0046-20-1129058-1-1,14,4214351,34200,Enmascarantes de Tinnitus - 13 Mascaras con reservorio,PIEZA,300,25,7500,,,,,,,No se presentaron proponentes,
20-1605-00-1080685-1-2,1,5110000,34200,ALCOHOL EN GEL PARA NIÑOS,FRASCO DE,1000,17.5,17500,RODRIGUEZ RODRIGUEZ MAIRA LEONOR,15,15000,1000,15,15000,Contratado,Cronograma 0
20-1605-00-1080685-1-2,2,5110000,34200,ALCOHOL EN GEL,FRASCO DE,2000,17.5,35000,RODRIGUEZ RODRIGUEZ MAIRA LEONOR,15,30000,2000,15,30000,Contratado,Cronograma 0
20-1605-00-1080685-1-2,3,5110000,34200,ALCOHOL  DESINFECTANTE GRADO MEDICO 70%,FRASCO DE,1450,22.5,32625,RODRIGUEZ RODRIGUEZ MAIRA LEONOR,17,24650,1450,17,24650,Contratado,Cronograma 0
20-1301-00-1051167-0-E,1,4217000,43400.0,AUTOCLAVE,PIEZA,2,,,STERN QUALITAT BOLIVIA S.R.L.,55000,110000,,,,Contratado,Cronograma
20-1312-00-1089187-1-1,1,4411000,34500,DISPENSADOR PARA SANITIZADOR (ALCOHOL EN GEL) Y/O JABON LIQUIDO,PIEZA,2791,45,125595,LIMPIEZA GROUP S.R.L.,45,125595,2791,45,125595,Contratado,Cronograma 0
20-0417-05-1046386-0-E,1,4214000,34200,BARBIJOS N-95,PIEZA,1666,,,ROCHA BALDERRAMA JOSE ANTONIO,30,49980,1666,30,49980,Contratado,Cronograma
21-1501-00-1159334-1-1,1,5110285,34200,"Alcohol isopropílico / ácido salicílico / tiosulfato de sodio - ALCOHOL ETILICO; PRESENTACION FRASCO DE 1 LITRO; CONCENTRACION 70% A 95% - CODIGO  D0801 - NOMBRE GENÉRICO ALCOHOL ETILICO (ETANOL) - FORMA FARMACEUTICA - SOLUCION, (USO MEDICINAL)",ALCOHO L,2000,225,45000,,,,2000,169,33800,Contratado,Cronograma 0
21-1739-00-1140949-1-1,1,1235210,34200,Alcoholes o sus sustitutos - COMPRA DE ALCOHOL PARA LAS DIFERENTES UNIDADES EDUCATIVAS DE SAN JULIÁN.,BIDON,1100,448,49280,,,,1100,448,49280,Contratado,Cronograma 0
20-1201-00-1040707-0-E,1,4214000,39400,SISTEMA DE DRENAJE MEDIASTINO; D/1600 CC C/DRENAJE 22FR YB 26 FR,JUEGO,90,,,HURTADO PEREDO MEDICAL & INSTRUMENT S.R.L.              HP MEDICAL S.R.L.,2114,1902.6,90,2114,1902.6,Contratado,Cronograma
20-1201-00-1040707-0-E,2,4214000,39400,SISTEMA DE DRENAJE MEDIASTINO; D/1600 CC C/DRENAJE 24FR YB 28 FR,JUEGO,90,,,HURTADO PEREDO MEDICAL & INSTRUMENT S.R.L.              HP MEDICAL S.R.L.,2114,1902.6,90,2114,1902.6,Contratado,Cronograma
20-1201-00-1040707-0-E,3,4214000,39400,"CATETER VENOSO CENTRAL, TRIPLE LUMEN",PIEZA,570,,,HURTADO PEREDO MEDICAL & INSTRUMENT S.R.L.              HP MEDICAL S.R.L.,4803,27377.1,570,4803,27377.1,Contratado,Cronograma
20-1201-00-1040707-0-E,4,4214000,39400,MASCARILLA PARA NEBULIZAR; (ADULTO),PIEZA,430,,,HURTADO PEREDO MEDICAL & INSTRUMENT S.R.L.              HP MEDICAL S.R.L.,170,73100,430,170,73100,Contratado,Cronograma
20-1201-00-1040707-0-E,5,4214000,39400,"HUMIDIFICADOR DE OXIGENO, CON ROSCA METALICA",PIEZA,870,,,DGCOM S.R.L. INSUMOS Y MOBILIARIO HOSPITALARIO,1580,13746,870,1580,13746,Contratado,Cronograma
20-1201-00-1040707-0-E,6,4214000,39400,MASCARILLA PARA OXIGENO SIMPLE; (ADULTO),PIEZA,600,,,DGCOM S.R.L. INSUMOS Y MOBILIARIO HOSPITALARIO,225,1350,600,225,1350,Contratado,Cronograma
20-1201-00-1040707-0-E,7,4214000,39400,MASCARILLA PARA OXIGENO (ADULTO),PIEZA,770,,,HURTADO PEREDO MEDICAL & INSTRUMENT S.R.L.              HP MEDICAL S.R.L.,320,2464,770,320,2464,Contratado,Cronograma
20-1201-00-1040707-0-E,8,4214000,39400,TUBO CORRUGADO DESCARTABLE; PVC AD C/2 TRAMPAS DE AGUA,PIEZA,870,,,HURTADO PEREDO MEDICAL & INSTRUMENT S.R.L.              HP MEDICAL S.R.L.,1740,15138,870,1740,15138,Contratado,Cronograma
20-1103-00-1093139-1-1,1,2510000,43310,MOTOCICLETA,PZA,1,34104,34104,,,,1,34104,34104,Contratado,Cronograma 0
20-1312-00-1040028-0-E,1,4713000,34200,AMONIO CUATERNARIO 5° GENERACION FRASCO DE 5 LITRO MARCA AMQUIN,BIDON,95,,,DISLAB IMPORTACIONES S.R.L.,840,79800,95,840,79800,Contratado,Cronograma
20-1312-00-1040028-0-E,2,4713000,34200,AMONIO CUATERNARIO 5° GENERACION FRASCO DE 1 LITRO MARCA AMQUIN PLUS,FRASCO,70,,,DISLAB IMPORTACIONES S.R.L.,240,16800,70,240,16800,Contratado,Cronograma
